length,dots,has_ip,https,keyword_score,url,label
27,2,0,1,0,https://sbi.co.in/dashboard,0
27,1,0,1,0,https://flipkart.com/orders,0
26,1,0,1,0,https://google.com/profile,0
25,1,0,1,0,https://google.com/orders,0
26,1,0,1,0,https://google.com/profile,0
22,1,0,1,0,https://paytm.com/home,0
28,1,0,1,0,https://amazon.com/dashboard,0
31,1,0,1,0,https://microsoft.com/dashboard,0
24,1,0,1,0,https://paytm.com/orders,0
28,1,0,1,0,https://flipkart.com/profile,0
24,1,0,1,0,https://netflix.com/home,0
27,2,0,1,0,https://sbi.co.in/dashboard,0
26,1,0,1,0,https://microsoft.com/home,0
25,1,0,1,0,https://flipkart.com/home,0
28,1,0,1,0,https://amazon.com/dashboard,0
26,1,0,1,0,https://google.com/profile,0
28,1,0,1,0,https://facebook.com/profile,0
30,1,0,1,0,https://facebook.com/dashboard,0
28,1,0,1,0,https://facebook.com/profile,0
24,1,0,1,0,https://paytm.com/orders,0
27,1,0,1,0,https://flipkart.com/orders,0
25,1,0,1,0,https://flipkart.com/home,0
26,1,0,1,0,https://amazon.com/profile,0
25,1,0,1,0,https://google.com/orders,0
26,1,0,1,0,https://google.com/profile,0
26,1,0,1,0,https://netflix.com/orders,0
27,1,0,1,0,https://flipkart.com/orders,0
25,1,0,1,0,https://google.com/orders,0
26,1,0,1,0,https://amazon.com/profile,0
22,2,0,1,0,https://sbi.co.in/home,0
27,1,0,1,0,https://paytm.com/dashboard,0
28,1,0,1,0,https://microsoft.com/orders,0
27,2,0,1,0,https://sbi.co.in/dashboard,0
23,1,0,1,0,https://amazon.com/home,0
28,1,0,1,0,https://facebook.com/profile,0
25,1,0,1,0,https://flipkart.com/home,0
26,1,0,1,0,https://microsoft.com/home,0
24,2,0,1,0,https://sbi.co.in/orders,0
25,1,0,1,0,https://amazon.com/orders,0
28,1,0,1,0,https://google.com/dashboard,0
27,1,0,1,0,https://flipkart.com/orders,0
29,1,0,1,0,https://microsoft.com/profile,0
29,1,0,1,0,https://microsoft.com/profile,0
25,1,0,1,0,https://flipkart.com/home,0
28,1,0,1,0,https://facebook.com/profile,0
27,2,0,1,0,https://sbi.co.in/dashboard,0
26,1,0,1,0,https://google.com/profile,0
24,1,0,1,0,https://netflix.com/home,0
22,1,0,1,0,https://paytm.com/home,0
24,1,0,1,0,https://netflix.com/home,0
25,1,0,1,0,https://amazon.com/orders,0
30,1,0,1,0,https://facebook.com/dashboard,0
29,1,0,1,0,https://microsoft.com/profile,0
26,1,0,1,0,https://microsoft.com/home,0
26,1,0,1,0,https://microsoft.com/home,0
23,1,0,1,0,https://google.com/home,0
30,1,0,1,0,https://facebook.com/dashboard,0
24,1,0,1,0,https://paytm.com/orders,0
27,1,0,1,0,https://paytm.com/dashboard,0
28,1,0,1,0,https://facebook.com/profile,0
27,1,0,1,0,https://flipkart.com/orders,0
26,1,0,1,0,https://netflix.com/orders,0
24,1,0,1,0,https://netflix.com/home,0
28,1,0,1,0,https://facebook.com/profile,0
31,1,0,1,0,https://microsoft.com/dashboard,0
24,1,0,1,0,https://netflix.com/home,0
27,1,0,1,0,https://facebook.com/orders,0
28,1,0,1,0,https://facebook.com/profile,0
23,1,0,1,0,https://google.com/home,0
29,1,0,1,0,https://microsoft.com/profile,0
25,1,0,1,0,https://amazon.com/orders,0
26,1,0,1,0,https://google.com/profile,0
30,1,0,1,0,https://flipkart.com/dashboard,0
26,1,0,1,0,https://amazon.com/profile,0
26,1,0,1,0,https://netflix.com/orders,0
26,1,0,1,0,https://netflix.com/orders,0
27,2,0,1,0,https://sbi.co.in/dashboard,0
23,1,0,1,0,https://google.com/home,0
26,1,0,1,0,https://netflix.com/orders,0
27,2,0,1,0,https://sbi.co.in/dashboard,0
25,1,0,1,0,https://facebook.com/home,0
28,1,0,1,0,https://microsoft.com/orders,0
26,1,0,1,0,https://netflix.com/orders,0
27,1,0,1,0,https://flipkart.com/orders,0
22,2,0,1,0,https://sbi.co.in/home,0
27,2,0,1,0,https://sbi.co.in/dashboard,0
22,2,0,1,0,https://sbi.co.in/home,0
25,2,0,1,0,https://sbi.co.in/profile,0
30,1,0,1,0,https://facebook.com/dashboard,0
24,2,0,1,0,https://sbi.co.in/orders,0
25,2,0,1,0,https://sbi.co.in/profile,0
29,1,0,1,0,https://netflix.com/dashboard,0
29,1,0,1,0,https://microsoft.com/profile,0
27,1,0,1,0,https://facebook.com/orders,0
24,2,0,1,0,https://sbi.co.in/orders,0
26,1,0,1,0,https://netflix.com/orders,0
29,1,0,1,0,https://netflix.com/dashboard,0
25,1,0,1,0,https://paytm.com/profile,0
27,1,0,1,0,https://facebook.com/orders,0
26,1,0,1,0,https://netflix.com/orders,0
28,1,0,1,0,https://microsoft.com/orders,0
22,1,0,1,0,https://paytm.com/home,0
28,1,0,1,0,https://flipkart.com/profile,0
25,1,0,1,0,https://facebook.com/home,0
23,1,0,1,0,https://amazon.com/home,0
25,1,0,1,0,https://google.com/orders,0
27,2,0,1,0,https://sbi.co.in/dashboard,0
30,1,0,1,0,https://facebook.com/dashboard,0
27,1,0,1,0,https://paytm.com/dashboard,0
23,1,0,1,0,https://amazon.com/home,0
24,1,0,1,0,https://paytm.com/orders,0
27,2,0,1,0,https://sbi.co.in/dashboard,0
23,1,0,1,0,https://amazon.com/home,0
26,1,0,1,0,https://google.com/profile,0
27,2,0,1,0,https://sbi.co.in/dashboard,0
25,1,0,1,0,https://google.com/orders,0
28,1,0,1,0,https://flipkart.com/profile,0
28,1,0,1,0,https://facebook.com/profile,0
22,1,0,1,0,https://paytm.com/home,0
27,1,0,1,0,https://facebook.com/orders,0
23,1,0,1,0,https://amazon.com/home,0
25,1,0,1,0,https://paytm.com/profile,0
25,1,0,1,0,https://google.com/orders,0
27,1,0,1,0,https://paytm.com/dashboard,0
29,1,0,1,0,https://netflix.com/dashboard,0
25,1,0,1,0,https://facebook.com/home,0
28,1,0,1,0,https://microsoft.com/orders,0
28,1,0,1,0,https://amazon.com/dashboard,0
28,1,0,1,0,https://flipkart.com/profile,0
22,1,0,1,0,https://paytm.com/home,0
25,1,0,1,0,https://amazon.com/orders,0
27,1,0,1,0,https://netflix.com/profile,0
23,1,0,1,0,https://amazon.com/home,0
27,2,0,1,0,https://sbi.co.in/dashboard,0
27,1,0,1,0,https://paytm.com/dashboard,0
24,1,0,1,0,https://paytm.com/orders,0
31,1,0,1,0,https://microsoft.com/dashboard,0
27,2,0,1,0,https://sbi.co.in/dashboard,0
28,1,0,1,0,https://google.com/dashboard,0
24,1,0,1,0,https://paytm.com/orders,0
27,2,0,1,0,https://sbi.co.in/dashboard,0
25,1,0,1,0,https://google.com/orders,0
27,1,0,1,0,https://facebook.com/orders,0
25,1,0,1,0,https://google.com/orders,0
30,1,0,1,0,https://facebook.com/dashboard,0
27,1,0,1,0,https://netflix.com/profile,0
30,1,0,1,0,https://facebook.com/dashboard,0
25,1,0,1,0,https://amazon.com/orders,0
26,1,0,1,0,https://netflix.com/orders,0
22,1,0,1,0,https://paytm.com/home,0
26,1,0,1,0,https://netflix.com/orders,0
23,1,0,1,0,https://amazon.com/home,0
29,1,0,1,0,https://microsoft.com/profile,0
25,1,0,1,0,https://paytm.com/profile,0
27,2,0,1,0,https://sbi.co.in/dashboard,0
27,1,0,1,0,https://flipkart.com/orders,0
23,1,0,1,0,https://google.com/home,0
23,1,0,1,0,https://google.com/home,0
25,1,0,1,0,https://flipkart.com/home,0
23,1,0,1,0,https://google.com/home,0
27,1,0,1,0,https://flipkart.com/orders,0
29,1,0,1,0,https://microsoft.com/profile,0
31,1,0,1,0,https://microsoft.com/dashboard,0
27,1,0,1,0,https://paytm.com/dashboard,0
25,2,0,1,0,https://sbi.co.in/profile,0
26,1,0,1,0,https://google.com/profile,0
30,1,0,1,0,https://facebook.com/dashboard,0
31,1,0,1,0,https://microsoft.com/dashboard,0
25,1,0,1,0,https://amazon.com/orders,0
26,1,0,1,0,https://microsoft.com/home,0
27,2,0,1,0,https://sbi.co.in/dashboard,0
28,1,0,1,0,https://microsoft.com/orders,0
30,1,0,1,0,https://facebook.com/dashboard,0
27,2,0,1,0,https://sbi.co.in/dashboard,0
26,1,0,1,0,https://google.com/profile,0
24,1,0,1,0,https://paytm.com/orders,0
28,1,0,1,0,https://google.com/dashboard,0
30,1,0,1,0,https://flipkart.com/dashboard,0
26,1,0,1,0,https://netflix.com/orders,0
26,1,0,1,0,https://amazon.com/profile,0
30,1,0,1,0,https://facebook.com/dashboard,0
25,1,0,1,0,https://google.com/orders,0
26,1,0,1,0,https://microsoft.com/home,0
25,1,0,1,0,https://amazon.com/orders,0
27,2,0,1,0,https://sbi.co.in/dashboard,0
30,1,0,1,0,https://facebook.com/dashboard,0
27,1,0,1,0,https://flipkart.com/orders,0
27,1,0,1,0,https://paytm.com/dashboard,0
25,2,0,1,0,https://sbi.co.in/profile,0
27,2,0,1,0,https://sbi.co.in/dashboard,0
25,1,0,1,0,https://amazon.com/orders,0
30,1,0,1,0,https://facebook.com/dashboard,0
27,1,0,1,0,https://flipkart.com/orders,0
23,1,0,1,0,https://amazon.com/home,0
27,1,0,1,0,https://facebook.com/orders,0
24,2,0,1,0,https://sbi.co.in/orders,0
25,1,0,1,0,https://google.com/orders,0
23,1,0,1,0,https://amazon.com/home,0
23,1,0,1,0,https://google.com/home,0
27,1,0,1,0,https://flipkart.com/orders,0
22,2,0,1,0,https://sbi.co.in/home,0
25,1,0,1,0,https://google.com/orders,0
24,1,0,1,0,https://netflix.com/home,0
27,1,0,1,0,https://flipkart.com/orders,0
25,1,0,1,0,https://amazon.com/orders,0
22,1,0,1,0,https://paytm.com/home,0
30,1,0,1,0,https://flipkart.com/dashboard,0
24,2,0,1,0,https://sbi.co.in/orders,0
24,2,0,1,0,https://sbi.co.in/orders,0
23,1,0,1,0,https://google.com/home,0
30,1,0,1,0,https://facebook.com/dashboard,0
23,1,0,1,0,https://amazon.com/home,0
25,1,0,1,0,https://paytm.com/profile,0
25,1,0,1,0,https://facebook.com/home,0
27,2,0,1,0,https://sbi.co.in/dashboard,0
23,1,0,1,0,https://amazon.com/home,0
22,2,0,1,0,https://sbi.co.in/home,0
26,1,0,1,0,https://google.com/profile,0
24,1,0,1,0,https://netflix.com/home,0
29,1,0,1,0,https://microsoft.com/profile,0
23,1,0,1,0,https://amazon.com/home,0
28,1,0,1,0,https://facebook.com/profile,0
25,1,0,1,0,https://facebook.com/home,0
28,1,0,1,0,https://flipkart.com/profile,0
27,1,0,1,0,https://paytm.com/dashboard,0
24,1,0,1,0,https://netflix.com/home,0
26,1,0,1,0,https://amazon.com/profile,0
22,1,0,1,0,https://paytm.com/home,0
23,1,0,1,0,https://amazon.com/home,0
25,1,0,1,0,https://flipkart.com/home,0
28,1,0,1,0,https://amazon.com/dashboard,0
25,1,0,1,0,https://flipkart.com/home,0
25,1,0,1,0,https://flipkart.com/home,0
28,1,0,1,0,https://flipkart.com/profile,0
27,1,0,1,0,https://netflix.com/profile,0
25,1,0,1,0,https://facebook.com/home,0
27,1,0,1,0,https://paytm.com/dashboard,0
28,1,0,1,0,https://microsoft.com/orders,0
26,1,0,1,0,https://microsoft.com/home,0
26,1,0,1,0,https://amazon.com/profile,0
26,1,0,1,0,https://netflix.com/orders,0
28,1,0,1,0,https://google.com/dashboard,0
24,1,0,1,0,https://netflix.com/home,0
24,1,0,1,0,https://paytm.com/orders,0
25,1,0,1,0,https://google.com/orders,0
29,1,0,1,0,https://microsoft.com/profile,0
24,1,0,1,0,https://netflix.com/home,0
26,1,0,1,0,https://google.com/profile,0
27,1,0,1,0,https://netflix.com/profile,0
30,1,0,1,0,https://facebook.com/dashboard,0
23,1,0,1,0,https://google.com/home,0
22,2,0,1,0,https://sbi.co.in/home,0
28,1,0,1,0,https://flipkart.com/profile,0
25,1,0,1,0,https://flipkart.com/home,0
27,2,0,1,0,https://sbi.co.in/dashboard,0
27,1,0,1,0,https://flipkart.com/orders,0
28,1,0,1,0,https://google.com/dashboard,0
23,1,0,1,0,https://amazon.com/home,0
24,1,0,1,0,https://netflix.com/home,0
26,1,0,1,0,https://netflix.com/orders,0
27,1,0,1,0,https://paytm.com/dashboard,0
23,1,0,1,0,https://google.com/home,0
26,1,0,1,0,https://microsoft.com/home,0
31,1,0,1,0,https://microsoft.com/dashboard,0
24,1,0,1,0,https://netflix.com/home,0
25,1,0,1,0,https://facebook.com/home,0
27,1,0,1,0,https://flipkart.com/orders,0
23,1,0,1,0,https://google.com/home,0
29,1,0,1,0,https://microsoft.com/profile,0
24,1,0,1,0,https://paytm.com/orders,0
28,1,0,1,0,https://google.com/dashboard,0
22,2,0,1,0,https://sbi.co.in/home,0
24,2,0,1,0,https://sbi.co.in/orders,0
26,1,0,1,0,https://netflix.com/orders,0
30,1,0,1,0,https://flipkart.com/dashboard,0
28,1,0,1,0,https://microsoft.com/orders,0
28,1,0,1,0,https://facebook.com/profile,0
26,1,0,1,0,https://amazon.com/profile,0
26,1,0,1,0,https://microsoft.com/home,0
27,1,0,1,0,https://paytm.com/dashboard,0
22,1,0,1,0,https://paytm.com/home,0
23,1,0,1,0,https://amazon.com/home,0
30,1,0,1,0,https://facebook.com/dashboard,0
28,1,0,1,0,https://amazon.com/dashboard,0
28,1,0,1,0,https://google.com/dashboard,0
28,1,0,1,0,https://google.com/dashboard,0
26,1,0,1,0,https://google.com/profile,0
28,1,0,1,0,https://google.com/dashboard,0
27,1,0,1,0,https://flipkart.com/orders,0
27,1,0,1,0,https://flipkart.com/orders,0
29,1,0,1,0,https://microsoft.com/profile,0
28,1,0,1,0,https://amazon.com/dashboard,0
27,1,0,1,0,https://facebook.com/orders,0
25,1,0,1,0,https://paytm.com/profile,0
25,1,0,1,0,https://amazon.com/orders,0
25,2,0,1,0,https://sbi.co.in/profile,0
26,1,0,1,0,https://microsoft.com/home,0
25,1,0,1,0,https://flipkart.com/home,0
28,1,0,1,0,https://flipkart.com/profile,0
25,1,0,1,0,https://google.com/orders,0
25,1,0,1,0,https://facebook.com/home,0
27,1,0,1,0,https://flipkart.com/orders,0
27,1,0,1,0,https://paytm.com/dashboard,0
28,1,0,1,0,https://amazon.com/dashboard,0
26,1,0,1,0,https://microsoft.com/home,0
25,1,0,1,0,https://flipkart.com/home,0
22,1,0,1,0,https://paytm.com/home,0
26,1,0,1,0,https://amazon.com/profile,0
25,1,0,1,0,https://google.com/orders,0
25,1,0,1,0,https://amazon.com/orders,0
23,1,0,1,0,https://amazon.com/home,0
27,1,0,1,0,https://flipkart.com/orders,0
27,2,0,1,0,https://sbi.co.in/dashboard,0
31,1,0,1,0,https://microsoft.com/dashboard,0
25,1,0,1,0,https://google.com/orders,0
26,1,0,1,0,https://google.com/profile,0
22,1,0,1,0,https://paytm.com/home,0
26,1,0,1,0,https://netflix.com/orders,0
28,1,0,1,0,https://facebook.com/profile,0
27,1,0,1,0,https://netflix.com/profile,0
28,1,0,1,0,https://amazon.com/dashboard,0
27,1,0,1,0,https://netflix.com/profile,0
22,2,0,1,0,https://sbi.co.in/home,0
25,1,0,1,0,https://amazon.com/orders,0
30,1,0,1,0,https://flipkart.com/dashboard,0
30,1,0,1,0,https://facebook.com/dashboard,0
29,1,0,1,0,https://microsoft.com/profile,0
25,1,0,1,0,https://flipkart.com/home,0
26,1,0,1,0,https://amazon.com/profile,0
27,1,0,1,0,https://paytm.com/dashboard,0
25,1,0,1,0,https://amazon.com/orders,0
27,1,0,1,0,https://paytm.com/dashboard,0
29,1,0,1,0,https://microsoft.com/profile,0
27,2,0,1,0,https://sbi.co.in/dashboard,0
23,1,0,1,0,https://amazon.com/home,0
25,1,0,1,0,https://flipkart.com/home,0
27,1,0,1,0,https://netflix.com/profile,0
28,1,0,1,0,https://amazon.com/dashboard,0
25,1,0,1,0,https://amazon.com/orders,0
30,1,0,1,0,https://flipkart.com/dashboard,0
25,1,0,1,0,https://facebook.com/home,0
27,1,0,1,0,https://paytm.com/dashboard,0
25,1,0,1,0,https://google.com/orders,0
25,1,0,1,0,https://flipkart.com/home,0
22,1,0,1,0,https://paytm.com/home,0
28,1,0,1,0,https://microsoft.com/orders,0
25,1,0,1,0,https://facebook.com/home,0
27,1,0,1,0,https://facebook.com/orders,0
25,1,0,1,0,https://google.com/orders,0
27,1,0,1,0,https://paytm.com/dashboard,0
28,1,0,1,0,https://flipkart.com/profile,0
28,1,0,1,0,https://facebook.com/profile,0
26,1,0,1,0,https://amazon.com/profile,0
24,1,0,1,0,https://paytm.com/orders,0
24,2,0,1,0,https://sbi.co.in/orders,0
29,1,0,1,0,https://netflix.com/dashboard,0
26,1,0,1,0,https://google.com/profile,0
25,1,0,1,0,https://amazon.com/orders,0
27,2,0,1,0,https://sbi.co.in/dashboard,0
28,1,0,1,0,https://amazon.com/dashboard,0
25,1,0,1,0,https://amazon.com/orders,0
25,1,0,1,0,https://paytm.com/profile,0
28,1,0,1,0,https://microsoft.com/orders,0
25,1,0,1,0,https://amazon.com/orders,0
28,1,0,1,0,https://facebook.com/profile,0
30,1,0,1,0,https://facebook.com/dashboard,0
24,1,0,1,0,https://netflix.com/home,0
22,2,0,1,0,https://sbi.co.in/home,0
25,1,0,1,0,https://facebook.com/home,0
25,1,0,1,0,https://google.com/orders,0
27,1,0,1,0,https://facebook.com/orders,0
27,1,0,1,0,https://facebook.com/orders,0
25,1,0,1,0,https://facebook.com/home,0
28,1,0,1,0,https://google.com/dashboard,0
25,1,0,1,0,https://paytm.com/profile,0
27,2,0,1,0,https://sbi.co.in/dashboard,0
29,1,0,1,0,https://microsoft.com/profile,0
29,1,0,1,0,https://netflix.com/dashboard,0
28,1,0,1,0,https://facebook.com/profile,0
22,1,0,1,0,https://paytm.com/home,0
25,1,0,1,0,https://paytm.com/profile,0
29,1,0,1,0,https://netflix.com/dashboard,0
23,1,0,1,0,https://google.com/home,0
24,2,0,1,0,https://sbi.co.in/orders,0
30,1,0,1,0,https://flipkart.com/dashboard,0
25,2,0,1,0,https://sbi.co.in/profile,0
23,1,0,1,0,https://amazon.com/home,0
27,1,0,1,0,https://facebook.com/orders,0
25,1,0,1,0,https://flipkart.com/home,0
27,2,0,1,0,https://sbi.co.in/dashboard,0
25,1,0,1,0,https://amazon.com/orders,0
23,1,0,1,0,https://amazon.com/home,0
25,1,0,1,0,https://paytm.com/profile,0
23,1,0,1,0,https://amazon.com/home,0
26,1,0,1,0,https://netflix.com/orders,0
23,1,0,1,0,https://amazon.com/home,0
28,1,0,1,0,https://facebook.com/profile,0
28,1,0,1,0,https://amazon.com/dashboard,0
29,1,0,1,0,https://netflix.com/dashboard,0
28,1,0,1,0,https://google.com/dashboard,0
27,1,0,1,0,https://paytm.com/dashboard,0
24,1,0,1,0,https://paytm.com/orders,0
28,1,0,1,0,https://amazon.com/dashboard,0
25,1,0,1,0,https://facebook.com/home,0
25,1,0,1,0,https://flipkart.com/home,0
30,1,0,1,0,https://flipkart.com/dashboard,0
25,1,0,1,0,https://flipkart.com/home,0
27,1,0,1,0,https://paytm.com/dashboard,0
28,1,0,1,0,https://amazon.com/dashboard,0
27,1,0,1,0,https://flipkart.com/orders,0
22,2,0,1,0,https://sbi.co.in/home,0
28,1,0,1,0,https://flipkart.com/profile,0
25,1,0,1,0,https://facebook.com/home,0
29,1,0,1,0,https://netflix.com/dashboard,0
25,1,0,1,0,https://google.com/orders,0
30,1,0,1,0,https://flipkart.com/dashboard,0
26,1,0,1,0,https://netflix.com/orders,0
29,1,0,1,0,https://netflix.com/dashboard,0
22,1,0,1,0,https://paytm.com/home,0
22,1,0,1,0,https://paytm.com/home,0
25,1,0,1,0,https://flipkart.com/home,0
27,1,0,1,0,https://flipkart.com/orders,0
24,2,0,1,0,https://sbi.co.in/orders,0
29,1,0,1,0,https://microsoft.com/profile,0
30,1,0,1,0,https://facebook.com/dashboard,0
26,1,0,1,0,https://amazon.com/profile,0
25,1,0,1,0,https://facebook.com/home,0
22,1,0,1,0,https://paytm.com/home,0
27,1,0,1,0,https://facebook.com/orders,0
26,1,0,1,0,https://netflix.com/orders,0
26,1,0,1,0,https://amazon.com/profile,0
30,1,0,1,0,https://facebook.com/dashboard,0
27,1,0,1,0,https://facebook.com/orders,0
26,1,0,1,0,https://netflix.com/orders,0
27,1,0,1,0,https://paytm.com/dashboard,0
23,1,0,1,0,https://google.com/home,0
24,1,0,1,0,https://paytm.com/orders,0
28,1,0,1,0,https://flipkart.com/profile,0
28,1,0,1,0,https://google.com/dashboard,0
23,1,0,1,0,https://amazon.com/home,0
31,1,0,1,0,https://microsoft.com/dashboard,0
28,1,0,1,0,https://facebook.com/profile,0
24,2,0,1,0,https://sbi.co.in/orders,0
30,1,0,1,0,https://flipkart.com/dashboard,0
26,1,0,1,0,https://netflix.com/orders,0
24,1,0,1,0,https://paytm.com/orders,0
28,1,0,1,0,https://microsoft.com/orders,0
28,1,0,1,0,https://microsoft.com/orders,0
27,1,0,1,0,https://netflix.com/profile,0
25,2,0,1,0,https://sbi.co.in/profile,0
29,1,0,1,0,https://microsoft.com/profile,0
28,1,0,1,0,https://google.com/dashboard,0
30,1,0,1,0,https://facebook.com/dashboard,0
25,1,0,1,0,https://google.com/orders,0
31,1,0,1,0,https://microsoft.com/dashboard,0
25,1,0,1,0,https://flipkart.com/home,0
24,1,0,1,0,https://paytm.com/orders,0
28,1,0,1,0,https://google.com/dashboard,0
27,1,0,1,0,https://flipkart.com/orders,0
27,1,0,1,0,https://facebook.com/orders,0
25,1,0,1,0,https://paytm.com/profile,0
26,1,0,1,0,https://netflix.com/orders,0
27,2,0,1,0,https://sbi.co.in/dashboard,0
23,1,0,1,0,https://amazon.com/home,0
28,1,0,1,0,https://amazon.com/dashboard,0
30,1,0,1,0,https://facebook.com/dashboard,0
28,1,0,1,0,https://microsoft.com/orders,0
27,1,0,1,0,https://flipkart.com/orders,0
25,1,0,1,0,https://facebook.com/home,0
27,2,0,1,0,https://sbi.co.in/dashboard,0
29,1,0,1,0,https://netflix.com/dashboard,0
27,2,0,1,0,https://sbi.co.in/dashboard,0
25,1,0,1,0,https://paytm.com/profile,0
23,1,0,1,0,https://google.com/home,0
27,1,0,1,0,https://netflix.com/profile,0
25,1,0,1,0,https://paytm.com/profile,0
27,2,0,1,0,https://sbi.co.in/dashboard,0
23,1,0,1,0,https://amazon.com/home,0
25,2,0,1,0,https://sbi.co.in/profile,0
26,1,0,1,0,https://google.com/profile,0
27,2,0,1,0,https://sbi.co.in/dashboard,0
23,1,0,1,0,https://amazon.com/home,0
25,1,0,1,0,https://flipkart.com/home,0
25,1,0,1,0,https://google.com/orders,0
27,2,0,1,0,https://sbi.co.in/dashboard,0
25,2,0,1,0,https://sbi.co.in/profile,0
28,1,0,1,0,https://flipkart.com/profile,0
25,1,0,1,0,https://google.com/orders,0
26,1,0,1,0,https://amazon.com/profile,0
26,1,0,1,0,https://microsoft.com/home,0
23,1,0,1,0,https://google.com/home,0
28,1,0,1,0,https://flipkart.com/profile,0
26,1,0,1,0,https://amazon.com/profile,0
27,2,0,1,0,https://sbi.co.in/dashboard,0
28,1,0,1,0,https://google.com/dashboard,0
26,1,0,1,0,https://amazon.com/profile,0
28,1,0,1,0,https://flipkart.com/profile,0
30,1,0,1,0,https://facebook.com/dashboard,0
27,1,0,1,0,https://netflix.com/profile,0
29,1,0,1,0,https://netflix.com/dashboard,0
28,1,0,1,0,https://flipkart.com/profile,0
26,1,0,1,0,https://google.com/profile,0
25,1,0,1,0,https://facebook.com/home,0
26,1,0,1,0,https://netflix.com/orders,0
27,1,0,1,0,https://paytm.com/dashboard,0
28,1,0,1,0,https://facebook.com/profile,0
25,1,0,1,0,https://paytm.com/profile,0
25,1,0,1,0,https://google.com/orders,0
27,1,0,1,0,https://facebook.com/orders,0
27,1,0,1,0,https://facebook.com/orders,0
22,1,0,1,0,https://paytm.com/home,0
27,2,0,1,0,https://sbi.co.in/dashboard,0
27,1,0,1,0,https://netflix.com/profile,0
28,1,0,1,0,https://amazon.com/dashboard,0
26,1,0,1,0,https://amazon.com/profile,0
29,1,0,1,0,https://netflix.com/dashboard,0
25,2,0,1,0,https://sbi.co.in/profile,0
29,1,0,1,0,https://microsoft.com/profile,0
28,1,0,1,0,https://microsoft.com/orders,0
24,1,0,1,0,https://netflix.com/home,0
23,1,0,1,0,https://google.com/home,0
26,1,0,1,0,https://amazon.com/profile,0
22,1,0,1,0,https://paytm.com/home,0
24,2,0,1,0,https://sbi.co.in/orders,0
28,1,0,1,0,https://amazon.com/dashboard,0
26,1,0,1,0,https://microsoft.com/home,0
25,1,0,1,0,https://amazon.com/orders,0
29,1,0,1,0,https://netflix.com/dashboard,0
25,1,0,1,0,https://google.com/orders,0
26,1,0,1,0,https://netflix.com/orders,0
27,1,0,1,0,https://paytm.com/dashboard,0
26,1,0,1,0,https://google.com/profile,0
27,1,0,1,0,https://flipkart.com/orders,0
27,2,0,1,0,https://sbi.co.in/dashboard,0
23,1,0,1,0,https://amazon.com/home,0
26,1,0,1,0,https://amazon.com/profile,0
28,1,0,1,0,https://amazon.com/dashboard,0
22,2,0,1,0,https://sbi.co.in/home,0
